Property_ID,Area_sqft,Bedrooms,Bathrooms,Price,Location
612,2506.0,5.0,4,11990282,Hyderabad
613,1360.0,3.0,3,11809303,Mumbai
614,4045.0,5.0,4,5028206,Mumbai
615,1499.0,3.0,1,13978383,Mumbai
616,3547.0,2.0,3,12104336,Mumbai
617,2319.0,3.0,1,21919280,Vijayawada
618,880.0,2.0,4,12889611,Mumbai
619,3866.0,2.0,2,7953001,Vijayawada
620,2487.0,4.0,1,11005349,Bangalore
621,3866.0,2.0,3,13468007,Mumbai
622,1266.0,3.0,1,9440012,Bangalore
623,4788.0,,3,6236033,Mumbai
624,1271.0,4.0,4,11523647,Bangalore
625,2569.0,2.0,1,7004489,Chennai
626,4756.0,5.0,2,1518179,Bangalore
627,3722.0,,1,21711307,Vijayawada
628,4500.0,4.0,2,3023155,Hyderabad
629,1123.0,2.0,3,7521143,Bangalore
630,2993.0,5.0,4,23070775,Hyderabad
631,3717.0,2.0,4,14971798,Chennai
632,3193.0,2.0,2,21401465,Chennai
633,2568.0,4.0,3,20070019,Vijayawada
634,2353.0,4.0,4,3243174,Vijayawada
635,2896.0,1.0,3,24614697,Bangalore
636,2861.0,5.0,2,13294617,Mumbai
637,,5.0,2,21744974,Chennai
638,4802.0,5.0,1,7159659,Hyderabad
639,3478.0,3.0,4,24310240,Mumbai
640,4743.0,2.0,4,21779155,Chennai
641,4244.0,4.0,1,10196241,Bangalore
642,2655.0,5.0,2,16212728,Chennai
643,1876.0,1.0,2,7509039,Vijayawada
644,3366.0,5.0,2,18420708,Hyderabad
645,,2.0,2,21166115,Hyderabad
646,1238.0,2.0,3,7207013,Vijayawada
647,655.0,4.0,4,1725648,Mumbai
648,1125.0,3.0,4,17870790,Vijayawada
649,4723.0,4.0,2,4088279,Hyderabad
650,2725.0,5.0,2,6297622,Bangalore
651,3887.0,1.0,2,24632582,Mumbai
652,964.0,4.0,4,13941843,Chennai
653,2246.0,3.0,4,15449551,Bangalore
654,1518.0,4.0,2,24520086,Mumbai
655,3397.0,2.0,3,6430952,Hyderabad
656,2131.0,5.0,1,11433326,Hyderabad
657,3945.0,5.0,1,18674564,Bangalore
658,2506.0,5.0,1,8180753,Mumbai
659,3686.0,5.0,4,8881630,Chennai
660,2675.0,5.0,4,7229908,Chennai
661,1313.0,5.0,1,23409575,Vijayawada
662,1662.0,1.0,1,20335807,Bangalore
663,2576.0,3.0,3,22277582,Mumbai
664,1896.0,5.0,4,1526296,Bangalore
665,725.0,3.0,4,7750600,Chennai
666,4196.0,5.0,1,17377778,Mumbai
667,3883.0,4.0,3,12585625,Hyderabad
668,2203.0,5.0,3,11538645,Hyderabad
669,666.0,2.0,1,17293411,Mumbai
670,832.0,1.0,1,8291466,Bangalore
671,2756.0,4.0,4,18376290,Bangalore
672,1769.0,,1,2023136,Hyderabad
673,2758.0,2.0,2,15551819,Hyderabad
674,4806.0,5.0,3,4278550,Chennai
675,2093.0,1.0,1,23818126,Mumbai
676,4607.0,4.0,2,20294580,Bangalore
677,3072.0,1.0,3,17369613,Chennai
678,3260.0,4.0,2,12828569,Bangalore
679,3339.0,5.0,2,22554430,Hyderabad
680,2361.0,4.0,1,24949808,Mumbai
681,4114.0,4.0,3,6207575,Vijayawada
682,2575.0,3.0,2,24732550,Mumbai
683,2962.0,5.0,4,2531810,Vijayawada
684,1476.0,,3,15030914,Chennai
685,4412.0,2.0,4,13497945,Vijayawada
686,4048.0,5.0,1,12773628,Vijayawada
687,1912.0,2.0,4,15945489,Chennai
688,2060.0,5.0,3,8243485,Mumbai
689,3309.0,2.0,2,2141075,Chennai
690,2924.0,3.0,2,5260501,Hyderabad
691,2333.0,2.0,3,15832834,Hyderabad
692,2205.0,4.0,2,8499993,Vijayawada
693,3163.0,5.0,4,4643197,Chennai
694,4021.0,1.0,2,18309862,Chennai
695,,1.0,2,18238982,Chennai
696,2997.0,5.0,4,19401918,Mumbai
697,4335.0,3.0,4,11192401,Bangalore
698,3470.0,2.0,4,10272990,Bangalore
699,1760.0,3.0,1,2092947,Bangalore
700,842.0,1.0,4,17302876,Mumbai
701,3190.0,5.0,4,15207555,Chennai
702,1663.0,5.0,1,10571706,Bangalore
703,4924.0,3.0,2,22608135,Chennai
704,3195.0,3.0,4,18913788,Vijayawada
705,1519.0,2.0,3,3776148,Bangalore
706,605.0,,4,7178444,Vijayawada
707,1067.0,4.0,4,3943413,Mumbai
708,4770.0,2.0,1,2454183,Hyderabad
709,603.0,4.0,3,14293102,Mumbai
710,1245.0,1.0,2,24088272,Mumbai
711,717.0,4.0,2,6223391,Mumbai
712,3528.0,2.0,3,1983843,Bangalore
713,3151.0,4.0,4,2249130,Vijayawada
714,4889.0,5.0,1,12896905,Bangalore
715,1446.0,3.0,3,24658813,Hyderabad
716,3362.0,1.0,3,19255278,Mumbai
717,1741.0,5.0,2,4939540,Chennai
718,2410.0,5.0,1,11072367,Hyderabad
719,,2.0,3,19743694,Vijayawada
720,824.0,3.0,1,3800775,Hyderabad
721,4808.0,3.0,4,21439434,Bangalore
722,2648.0,1.0,2,1928410,Chennai
723,2173.0,2.0,4,5577729,Bangalore
724,2428.0,1.0,1,2274426,Mumbai
725,,4.0,4,12432492,Mumbai
726,4834.0,5.0,2,4238659,Hyderabad
727,2626.0,1.0,1,14651304,Mumbai
728,4344.0,5.0,3,2586706,Mumbai
729,1501.0,2.0,4,14546357,Vijayawada
730,,4.0,2,16549502,Vijayawada
731,609.0,2.0,3,10704994,Bangalore
732,860.0,4.0,2,9215613,Bangalore
733,2273.0,4.0,1,13973492,Vijayawada
734,2819.0,5.0,1,12131010,Hyderabad
735,2660.0,2.0,4,23497957,Vijayawada
736,4313.0,2.0,2,18459451,Bangalore
737,2219.0,1.0,2,21306623,Chennai
738,920.0,2.0,2,14017801,Mumbai
739,1942.0,,1,16052036,Chennai
740,2976.0,3.0,4,10476061,Chennai
741,3432.0,3.0,2,6099000,Mumbai
742,3424.0,3.0,2,13755135,Vijayawada
743,2594.0,2.0,3,8228546,Hyderabad
744,3558.0,2.0,2,20965431,Chennai
745,2638.0,,4,6041759,Hyderabad
746,,4.0,3,11432917,Bangalore
747,4277.0,,3,17563345,Chennai
748,1718.0,3.0,3,19738431,Bangalore
749,2204.0,1.0,1,19940790,Vijayawada
750,4627.0,4.0,3,22563719,Chennai
751,835.0,2.0,2,4148766,Bangalore
752,2569.0,1.0,1,13065475,Bangalore
753,2508.0,3.0,1,10606071,Vijayawada
754,975.0,3.0,1,14588862,Hyderabad
755,4130.0,2.0,1,2740505,Hyderabad
756,3235.0,1.0,1,13015437,Chennai
757,2170.0,4.0,1,6029100,Vijayawada
758,3160.0,2.0,1,24057321,Chennai
759,3991.0,1.0,3,13292342,Hyderabad
760,,5.0,4,16996657,Vijayawada
761,4243.0,3.0,2,6616191,Mumbai
762,4450.0,4.0,2,14955200,Vijayawada
763,1472.0,4.0,3,21755131,Vijayawada
764,,4.0,3,19995887,Mumbai
765,1914.0,3.0,1,2892775,Bangalore
766,3498.0,1.0,4,20835145,Bangalore
767,677.0,2.0,1,21853782,Bangalore
768,3221.0,1.0,3,20674647,Hyderabad
769,4827.0,2.0,1,9531050,Vijayawada
770,1200.0,4.0,2,18099749,Mumbai
771,1665.0,1.0,2,22461788,Hyderabad
772,2736.0,4.0,1,20128043,Mumbai
773,3049.0,5.0,4,12072251,Hyderabad
774,2943.0,4.0,1,23564684,Hyderabad
775,2463.0,4.0,1,1701657,Hyderabad
776,1918.0,2.0,4,11036336,Mumbai
777,4197.0,5.0,4,9253759,Chennai
778,4362.0,4.0,4,10685159,Hyderabad
779,2790.0,4.0,2,4983765,Bangalore
780,1592.0,5.0,1,21439111,Vijayawada
781,3312.0,5.0,3,24231959,Chennai
782,2792.0,1.0,4,13145118,Chennai
783,1848.0,2.0,4,4635210,Mumbai
784,3654.0,5.0,1,17709645,Chennai
785,4633.0,5.0,3,18407991,Mumbai
786,2597.0,3.0,1,4680617,Mumbai
787,4287.0,5.0,1,1726406,Bangalore
788,2751.0,2.0,4,5230278,Hyderabad
789,4618.0,4.0,4,14218665,Chennai
790,3710.0,4.0,2,20978947,Hyderabad
791,2570.0,4.0,3,5417563,Hyderabad
792,797.0,4.0,3,22701009,Hyderabad
793,,3.0,4,11344090,Mumbai
794,1802.0,5.0,4,10700952,Hyderabad
795,2635.0,4.0,4,11349069,Chennai
796,1077.0,1.0,3,5531660,Mumbai
797,1854.0,4.0,2,17179566,Chennai
798,1522.0,5.0,3,14908129,Mumbai
799,1019.0,,4,19951036,Vijayawada
800,,,4,22852670,Vijayawada
801,3197.0,2.0,2,20647344,Vijayawada
802,1720.0,2.0,1,13523450,Vijayawada
803,3668.0,5.0,1,21568724,Mumbai
804,1550.0,2.0,3,7194696,Hyderabad
805,,2.0,1,9780974,Bangalore
806,2843.0,1.0,1,6567579,Bangalore
807,3245.0,5.0,3,21433946,Vijayawada
808,2457.0,5.0,4,22276877,Hyderabad
809,2465.0,2.0,1,3629708,Chennai
810,3512.0,2.0,4,20966619,Hyderabad
811,3453.0,2.0,3,17723001,Chennai
812,3828.0,3.0,4,4605381,Bangalore
813,4319.0,4.0,4,18498962,Hyderabad
814,3828.0,3.0,3,3603715,Hyderabad
815,2971.0,5.0,4,22682515,Bangalore
816,3491.0,1.0,1,4136594,Hyderabad
817,4356.0,4.0,1,23173741,Chennai
818,4825.0,1.0,1,4799248,Hyderabad
819,694.0,5.0,1,7232556,Chennai
820,3274.0,5.0,4,18038600,Vijayawada
821,2555.0,1.0,1,1762328,Hyderabad
822,1393.0,1.0,4,10040129,Chennai
823,2434.0,,2,6012781,Bangalore
824,2716.0,5.0,4,3376213,Vijayawada
825,4706.0,,1,22467414,Hyderabad
826,3925.0,1.0,2,4046946,Chennai
827,3519.0,4.0,3,13747905,Hyderabad
828,3197.0,5.0,4,22588295,Chennai
829,3805.0,3.0,1,10912220,Hyderabad
830,1414.0,3.0,1,2266913,Vijayawada
831,945.0,4.0,1,19429633,Vijayawada
832,2949.0,2.0,3,11906873,Hyderabad
833,962.0,1.0,2,14573758,Hyderabad
834,3043.0,5.0,2,12364648,Mumbai
835,2865.0,1.0,1,5703028,Hyderabad
836,2788.0,5.0,4,11335484,Hyderabad
837,3605.0,3.0,1,3238746,Vijayawada
838,3881.0,1.0,1,14074488,Hyderabad
839,1584.0,4.0,4,6694085,Bangalore
840,2239.0,,1,19145945,Hyderabad
841,1427.0,4.0,3,13113208,Mumbai
842,3330.0,2.0,1,20264168,Chennai
843,4131.0,1.0,3,4593606,Vijayawada
844,3535.0,1.0,1,8386077,Bangalore
845,4476.0,2.0,2,23195723,Chennai
846,726.0,3.0,4,7269764,Bangalore
847,3777.0,5.0,2,3352175,Vijayawada
848,3656.0,4.0,1,20462212,Mumbai
849,1203.0,4.0,1,24658423,Vijayawada
850,4049.0,4.0,3,11407731,Bangalore
851,4746.0,1.0,1,15736296,Bangalore
852,4133.0,4.0,1,18800508,Vijayawada
853,3967.0,5.0,1,15797630,Hyderabad
854,3968.0,5.0,2,2721650,Vijayawada
855,4397.0,2.0,3,24262643,Mumbai
856,2392.0,1.0,2,1524022,Vijayawada
857,3461.0,5.0,3,14167370,Chennai
858,4076.0,3.0,2,7675002,Hyderabad
859,4017.0,1.0,1,18425533,Chennai
860,2245.0,1.0,2,22031028,Vijayawada
861,1805.0,5.0,2,15766480,Hyderabad
862,3630.0,3.0,3,1896742,Chennai
863,3472.0,,3,23218677,Chennai
864,3672.0,5.0,2,11243689,Hyderabad
865,2454.0,3.0,3,9363550,Hyderabad
866,4621.0,1.0,3,22407606,Bangalore
867,3308.0,3.0,3,21452477,Hyderabad
868,4102.0,1.0,4,15363521,Vijayawada
869,1932.0,5.0,3,19465563,Mumbai
870,801.0,5.0,4,4332003,Bangalore
871,,4.0,4,21026097,Hyderabad
872,,4.0,3,2535670,Mumbai
873,1174.0,4.0,2,24102849,Bangalore
874,1136.0,5.0,3,7939201,Vijayawada
875,,2.0,1,21708483,Mumbai
876,2722.0,5.0,2,2652738,Hyderabad
877,985.0,3.0,4,2679280,Hyderabad
878,3881.0,5.0,4,10366573,Vijayawada
879,1074.0,5.0,2,12639695,Bangalore
880,1017.0,1.0,2,6339242,Mumbai
881,4200.0,1.0,3,14475800,Vijayawada
882,,1.0,4,14825004,Bangalore
883,1805.0,5.0,1,20037568,Chennai
884,4720.0,2.0,3,17058008,Chennai
885,2590.0,3.0,2,9431329,Bangalore
886,4172.0,,4,1906497,Hyderabad
887,4980.0,2.0,2,14342100,Hyderabad
888,4758.0,2.0,2,13279676,Chennai
889,3313.0,3.0,2,12018308,Hyderabad
890,2803.0,4.0,3,2511403,Hyderabad
891,3720.0,1.0,1,18223737,Bangalore
892,1566.0,1.0,1,15499609,Bangalore
893,4032.0,3.0,4,24195100,Hyderabad
894,1288.0,2.0,2,14307643,Bangalore
895,4843.0,4.0,1,6897826,Mumbai
896,4301.0,3.0,2,24001971,Chennai
897,941.0,1.0,4,9378601,Mumbai
898,2324.0,5.0,2,15069203,Mumbai
899,2392.0,2.0,1,23771156,Hyderabad
900,2359.0,5.0,2,19724062,Hyderabad
901,3812.0,3.0,1,23103316,Mumbai
902,1589.0,1.0,4,9345658,Mumbai
903,2862.0,4.0,2,14149758,Vijayawada
904,3082.0,5.0,1,10331593,Vijayawada
905,1551.0,4.0,4,11426917,Chennai
906,1322.0,1.0,2,22847850,Mumbai
907,3989.0,5.0,4,20783430,Bangalore
908,2679.0,4.0,1,6245150,Vijayawada
909,3317.0,4.0,2,10456084,Hyderabad
910,2932.0,5.0,2,16848436,Mumbai
911,3976.0,1.0,2,18846580,Bangalore
912,2100.0,4.0,4,3907698,Bangalore
913,885.0,3.0,4,24925283,Bangalore
914,4095.0,5.0,1,5857452,Hyderabad
915,2665.0,2.0,3,18393043,Vijayawada
916,1368.0,2.0,2,17697020,Bangalore
917,3657.0,1.0,2,24118648,Vijayawada
918,4889.0,3.0,1,14886679,Chennai
919,2761.0,4.0,2,16748125,Hyderabad
920,3893.0,2.0,4,10179322,Vijayawada
921,1546.0,1.0,4,14170907,Vijayawada
922,3935.0,3.0,2,3637810,Bangalore
923,4750.0,3.0,2,13417120,Bangalore
924,2081.0,1.0,4,3917490,Hyderabad
925,2501.0,1.0,2,11135763,Vijayawada
926,4051.0,4.0,4,8165472,Mumbai
927,4664.0,1.0,3,4043440,Bangalore
928,,4.0,3,9735022,Bangalore
929,2423.0,4.0,2,17480593,Chennai
930,4062.0,,2,9557135,Hyderabad
931,3679.0,3.0,2,18714950,Vijayawada
932,1432.0,3.0,4,22615295,Vijayawada
933,,3.0,3,19899536,Vijayawada
934,3090.0,5.0,3,10468387,Bangalore
935,927.0,4.0,1,24838859,Hyderabad
936,3910.0,,1,11701475,Vijayawada
937,3900.0,1.0,2,20704852,Mumbai
938,4275.0,5.0,4,21564192,Chennai
939,3654.0,,2,22868672,Chennai
940,2743.0,5.0,3,5201190,Vijayawada
941,1911.0,1.0,2,1850912,Bangalore
942,3791.0,2.0,2,3460783,Chennai
943,3138.0,3.0,3,20924565,Chennai
944,4583.0,3.0,3,15175646,Chennai
945,764.0,4.0,3,16396261,Chennai
946,4877.0,2.0,3,7653608,Vijayawada
947,1422.0,3.0,1,8637219,Hyderabad
948,1543.0,4.0,4,19045494,Hyderabad
949,1374.0,2.0,4,11916885,Bangalore
950,2798.0,3.0,3,19004618,Mumbai
951,3756.0,1.0,4,13478476,Hyderabad
952,4842.0,5.0,4,7164938,Mumbai
953,4295.0,2.0,4,10216134,Hyderabad
954,4052.0,4.0,4,10933752,Hyderabad
955,1514.0,2.0,3,6817199,Bangalore
956,1908.0,4.0,2,16784497,Chennai
957,4777.0,2.0,2,24306523,Bangalore
958,1113.0,4.0,2,11829242,Hyderabad
959,2520.0,3.0,1,11899630,Chennai
960,4194.0,1.0,4,13253979,Chennai
961,2009.0,3.0,3,3807396,Chennai
962,3790.0,1.0,3,8455855,Mumbai
963,2155.0,3.0,1,5709294,Hyderabad
964,1404.0,3.0,3,16841865,Vijayawada
965,1879.0,,2,23463245,Bangalore
966,4177.0,5.0,1,13550977,Mumbai
967,3501.0,,3,12115087,Bangalore
968,1987.0,4.0,1,12851506,Vijayawada
969,3361.0,4.0,1,11900647,Chennai
970,3279.0,1.0,3,9129038,Vijayawada
971,2706.0,4.0,2,7163369,Bangalore
972,4823.0,4.0,3,11897188,Vijayawada
973,3368.0,2.0,4,16172755,Hyderabad
974,4553.0,3.0,4,18019028,Vijayawada
975,3786.0,4.0,3,7093813,Hyderabad
976,3880.0,5.0,2,3714934,Vijayawada
977,3173.0,4.0,4,3931500,Hyderabad
978,3199.0,1.0,4,18329715,Hyderabad
979,4633.0,1.0,3,6999903,Vijayawada
980,836.0,1.0,3,8122811,Mumbai
981,1904.0,4.0,3,6886859,Chennai
982,4030.0,2.0,1,12134168,Chennai
983,1901.0,5.0,1,5517380,Chennai
984,3141.0,4.0,1,17060343,Hyderabad
985,2651.0,2.0,3,14032512,Chennai
986,1041.0,2.0,2,22843123,Hyderabad
987,2676.0,4.0,4,4985627,Mumbai
988,3780.0,4.0,1,16510991,Vijayawada
989,,2.0,2,2225311,Vijayawada
990,4398.0,2.0,3,9547901,Hyderabad
991,1404.0,2.0,1,5560011,Hyderabad
992,674.0,4.0,3,6487208,Mumbai
993,2775.0,2.0,2,12351056,Chennai
994,4524.0,1.0,1,15270822,Mumbai
995,2689.0,4.0,1,7671450,Vijayawada
996,640.0,1.0,1,7938082,Vijayawada
997,2681.0,3.0,1,19857088,Chennai
998,2222.0,4.0,2,22297227,Vijayawada
999,941.0,3.0,1,6823679,Hyderabad
1000,4652.0,2.0,4,24803690,Vijayawada
1001,2674.0,2.0,4,2499529,Bangalore
1002,1245.0,5.0,3,7022177,Chennai
1003,4863.0,2.0,1,23047900,Chennai
1004,1209.0,3.0,4,20618275,Chennai
1005,1054.0,,4,24093488,Bangalore
1006,3553.0,4.0,4,7946811,Mumbai
1007,2308.0,2.0,2,19765437,Hyderabad
1008,4072.0,5.0,1,20320519,Chennai
1009,3569.0,2.0,2,15055373,Vijayawada
1010,3628.0,3.0,2,5723191,Hyderabad
1011,,3.0,4,23959484,Vijayawada
1012,4229.0,2.0,4,12776547,Hyderabad
1013,4825.0,3.0,3,24741278,Hyderabad
1014,3667.0,3.0,1,18528636,Vijayawada
1015,1986.0,5.0,1,19255994,Vijayawada
1016,4376.0,4.0,4,22418556,Hyderabad
1017,3466.0,5.0,4,20910935,Chennai
1018,3963.0,1.0,1,17698003,Vijayawada
1019,4724.0,5.0,3,21034202,Bangalore
1020,748.0,2.0,4,15747190,Bangalore
1021,4450.0,4.0,3,15946310,Hyderabad
1022,2658.0,2.0,2,20302347,Mumbai
1023,1736.0,1.0,4,24788751,Hyderabad
1024,786.0,4.0,2,17757715,Hyderabad
1025,3454.0,3.0,4,18481686,Chennai
1026,1850.0,,2,15437356,Chennai
1027,1933.0,2.0,4,13712436,Mumbai
1028,4793.0,1.0,3,2124559,Mumbai
1029,4750.0,3.0,3,22397891,Mumbai
1030,3311.0,5.0,3,2600911,Mumbai
1031,2385.0,3.0,2,3640467,Mumbai
1032,1350.0,5.0,3,3530245,Hyderabad
1033,2362.0,4.0,2,4488506,Hyderabad
1034,4520.0,3.0,4,15533007,Bangalore
1035,1081.0,,2,5148598,Bangalore
1036,753.0,3.0,4,5743638,Vijayawada
1037,2124.0,4.0,1,24755636,Hyderabad
1038,2720.0,1.0,1,6935148,Mumbai
1039,,5.0,1,7595012,Vijayawada
1040,1840.0,3.0,2,17722297,Chennai
1041,660.0,4.0,1,1706823,Hyderabad
1042,1538.0,1.0,1,6466637,Bangalore
1043,2239.0,5.0,1,4414278,Hyderabad
1044,4720.0,4.0,4,12148085,Hyderabad
1045,,5.0,3,14762502,Hyderabad
1046,4169.0,3.0,2,17413686,Hyderabad
1047,1852.0,1.0,1,5495705,Chennai
1048,4803.0,4.0,4,20118257,Bangalore
1049,771.0,1.0,3,5232477,Hyderabad
1050,2058.0,3.0,3,24985421,Chennai
1051,,1.0,3,15046313,Vijayawada
1052,4797.0,1.0,4,9878022,Hyderabad
1053,2922.0,2.0,1,24384189,Chennai
1054,2236.0,1.0,3,16699046,Mumbai
1055,3715.0,,4,13317478,Vijayawada
1056,4690.0,4.0,4,6730788,Bangalore
1057,3604.0,2.0,2,22794912,Hyderabad
1058,929.0,4.0,4,15735020,Hyderabad
1059,4240.0,4.0,3,4860408,Chennai
1060,4494.0,3.0,3,18478919,Bangalore
1061,,3.0,4,20733543,Mumbai
1062,1941.0,2.0,3,22987248,Vijayawada
1063,4263.0,3.0,4,18344389,Bangalore
1064,815.0,3.0,3,21109934,Hyderabad
1065,938.0,3.0,2,15717848,Chennai
1066,4662.0,4.0,1,10122654,Mumbai
1067,3308.0,2.0,2,3792007,Chennai
1068,3752.0,4.0,2,6050642,Vijayawada
1069,2350.0,5.0,1,21100467,Bangalore
1070,3021.0,4.0,3,8235714,Chennai
1071,1309.0,5.0,1,6402021,Chennai
1072,4326.0,,4,8979773,Hyderabad
1073,4242.0,1.0,1,13671896,Chennai
1074,4593.0,5.0,2,22015134,Mumbai
1075,1088.0,5.0,1,4252878,Bangalore
1076,646.0,4.0,3,5819020,Vijayawada
1077,3959.0,5.0,2,18287123,Chennai
1078,1000.0,2.0,4,5668142,Mumbai
1079,4590.0,1.0,3,6576561,Vijayawada
1080,3757.0,1.0,2,13591404,Mumbai
1081,4945.0,,4,6145399,Chennai
1082,990.0,3.0,3,4599815,Chennai
1083,4453.0,3.0,4,9399405,Bangalore
1084,1228.0,5.0,1,23978811,Hyderabad
1085,4832.0,2.0,1,18035498,Mumbai
1086,3530.0,3.0,4,15048613,Hyderabad
1087,2121.0,5.0,1,2860247,Hyderabad
1088,1426.0,2.0,4,7724984,Vijayawada
1089,2100.0,2.0,3,20236828,Vijayawada
1090,3894.0,4.0,2,20096289,Mumbai
1091,3019.0,2.0,4,20465373,Hyderabad
1092,1534.0,3.0,2,14033279,Bangalore
1093,3642.0,3.0,2,5631980,Hyderabad
1094,2066.0,5.0,4,2521983,Vijayawada
1095,,5.0,1,19970711,Hyderabad
1096,1214.0,2.0,3,23810039,Chennai
1097,1782.0,1.0,2,3326650,Chennai
1098,3823.0,4.0,3,15046755,Bangalore
1099,,1.0,2,20259383,Mumbai
1100,730.0,2.0,4,23920758,Hyderabad
1101,3583.0,2.0,1,1681532,Chennai
1102,4878.0,1.0,3,17585601,Mumbai
1103,638.0,4.0,2,21568893,Chennai
1104,4559.0,1.0,4,24828345,Mumbai
1105,4187.0,5.0,4,12403699,Mumbai
1106,1520.0,3.0,2,7017967,Chennai
1107,3369.0,5.0,2,24736528,Vijayawada
1108,4711.0,3.0,2,17740484,Mumbai
1109,1092.0,2.0,1,10109707,Hyderabad
1110,1731.0,4.0,2,24246904,Chennai
1111,4121.0,1.0,2,17101504,Vijayawada
1112,910.0,4.0,1,22111470,Chennai
1113,1338.0,1.0,4,8079327,Bangalore
1114,,5.0,2,10526896,Hyderabad
1115,1145.0,5.0,3,21844528,Bangalore
1116,3061.0,1.0,4,12578579,Mumbai
1117,4946.0,4.0,3,21589000,Mumbai
1118,2404.0,1.0,2,12471075,Bangalore
1119,3812.0,2.0,1,2177510,Bangalore
1120,4410.0,5.0,1,8731021,Mumbai
1121,1413.0,2.0,1,8896822,Vijayawada
1122,4724.0,5.0,2,24372224,Hyderabad
1123,2632.0,5.0,2,8593536,Chennai
1124,844.0,,3,5800675,Bangalore
1125,871.0,2.0,1,20673184,Hyderabad
1126,4111.0,2.0,2,18206665,Chennai
1127,2371.0,3.0,4,13521588,Chennai
1128,1862.0,4.0,2,5585198,Bangalore
1129,3024.0,,2,9332728,Vijayawada
1130,4961.0,1.0,4,5912176,Vijayawada
1131,1520.0,,1,20947938,Hyderabad
1132,4030.0,2.0,4,18929955,Hyderabad
1133,,4.0,1,23379299,Mumbai
1134,4360.0,2.0,4,20048187,Vijayawada
1135,2650.0,5.0,3,24592486,Hyderabad
1136,4100.0,1.0,1,20529529,Mumbai
1137,1765.0,3.0,2,20316458,Chennai
1138,975.0,5.0,3,12434807,Hyderabad
1139,2633.0,4.0,1,15707716,Mumbai
1140,745.0,,1,7878252,Vijayawada
1141,4988.0,5.0,1,10973660,Chennai
1142,1031.0,4.0,4,16075275,Hyderabad
1143,1304.0,5.0,1,16837193,Vijayawada
1144,3232.0,3.0,2,19503858,Chennai
1145,1563.0,2.0,1,15933554,Bangalore
1146,2834.0,5.0,2,18403475,Vijayawada
1147,2641.0,3.0,2,7147061,Bangalore
1148,2428.0,2.0,2,5590798,Hyderabad
1149,2708.0,2.0,3,2338628,Mumbai
1150,4668.0,5.0,2,2909399,Hyderabad
1151,1538.0,3.0,4,15310845,Vijayawada
1152,1406.0,5.0,1,4514445,Bangalore
1153,2063.0,4.0,4,21609515,Bangalore
1154,4015.0,2.0,3,23015228,Chennai
1155,610.0,5.0,1,8996340,Hyderabad
1156,2468.0,2.0,2,14875562,Hyderabad
1157,,3.0,1,1624283,Vijayawada
1158,4164.0,1.0,3,6137412,Bangalore
1159,1989.0,5.0,3,5234073,Vijayawada
1160,4001.0,5.0,4,24385137,Vijayawada
1161,4921.0,2.0,1,22155211,Bangalore
1162,1424.0,3.0,1,24782874,Vijayawada
1163,2865.0,4.0,1,6341700,Bangalore
1164,1536.0,3.0,4,21170846,Vijayawada
1165,3400.0,5.0,3,12231787,Mumbai
1166,3153.0,4.0,2,4501046,Vijayawada
1167,4445.0,3.0,1,1537117,Vijayawada
1168,2396.0,1.0,4,13164316,Mumbai
1169,653.0,2.0,4,20302774,Hyderabad
1170,1326.0,3.0,2,21632888,Bangalore
1171,3336.0,3.0,3,22659869,Chennai
1172,3770.0,1.0,1,13775075,Mumbai
1173,2513.0,5.0,1,5098557,Hyderabad
1174,2196.0,2.0,4,14128364,Vijayawada
1175,2514.0,3.0,3,17409801,Hyderabad
1176,3066.0,4.0,1,23526750,Mumbai
1177,3337.0,3.0,2,19226000,Vijayawada
1178,1449.0,2.0,3,15318701,Hyderabad
1179,2709.0,3.0,3,24691991,Chennai
1180,,1.0,4,23363598,Bangalore
1181,4855.0,3.0,4,22690535,Bangalore
1182,4669.0,3.0,1,20138807,Mumbai
1183,1492.0,4.0,4,11710577,Vijayawada
1184,2630.0,1.0,3,11555714,Vijayawada
1185,3760.0,1.0,1,6618168,Bangalore
1186,,3.0,1,14661168,Hyderabad
1187,2533.0,4.0,3,14742015,Vijayawada
1188,1980.0,3.0,1,12264556,Chennai
1189,4281.0,3.0,2,23991773,Chennai
1190,1890.0,2.0,2,19963194,Vijayawada
1191,2240.0,2.0,1,15071427,Vijayawada
1192,3282.0,4.0,4,11301817,Bangalore
1193,1587.0,5.0,2,10123145,Mumbai
1194,1818.0,2.0,1,6916300,Bangalore
1195,1955.0,5.0,2,9351801,Mumbai
1196,4865.0,1.0,4,22548277,Chennai
1197,4735.0,2.0,3,19874475,Mumbai
1198,2160.0,2.0,1,18410623,Bangalore
1199,2018.0,4.0,1,3174842,Vijayawada
1200,1554.0,5.0,1,23983424,Mumbai
1201,1583.0,2.0,1,16424412,Bangalore
1202,1574.0,2.0,1,2155860,Chennai
1203,4733.0,,1,7391709,Mumbai
1204,4572.0,4.0,4,13257619,Chennai
1205,1513.0,5.0,3,13828851,Chennai
1206,636.0,1.0,4,8003784,Hyderabad
1207,3987.0,1.0,4,21409306,Mumbai
1208,2311.0,3.0,3,11295499,Bangalore
1209,3620.0,2.0,4,15776199,Mumbai
1210,1395.0,5.0,2,14827988,Mumbai
1211,4636.0,2.0,4,2030901,Chennai
1212,3711.0,,1,6590769,Chennai
1213,1924.0,5.0,2,19523727,Chennai
1214,,5.0,2,19139850,Chennai
